"ID","Text","Language","Type","Author Name","Author Username","View Count","Reply Count","Retweet Count","Quote Count","Favorite Count","Bookmark Count","Created At","Tweet URL","Source","hashtags","urls","media_type","media_urls"
"2007408998933508210","A whole country has randomly been invaded and the president captured yet not a single western leader has stepped up to talk about it yet 😂 oh the hypocrisy!","en","Tweet","Millat Ibraheem","Oum_Rollo","23","0","0","0","0","0","2026-01-03 13:09:35","https://x.com/Oum_Rollo/status/2007408998933508210","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","",""
"1991131845358936486","Zionist Jake Lang punched in the face during anti-Islam protest in Dearborn, Michigan. https://t.co/3WcySVEQZk","en","Retweet","DOAM","doamuslims","149353","360","363","63","3885","253","2025-11-19 15:10:00","https://x.com/doamuslims/status/1991131845358936486","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","","","video","https://video.twimg.com/ext_tw_video/1991131826421694465/pu/vid/avc1/848x464/2M-z8bQbUWlM6f76.mp4?tag=19"
"1983459950547591170","قد أَذِنَ الله سبحانه وتعالى للمعتدى عليهم بالدفاع عن أنفسهم، ولا يحتاجون إذنا من أي حاكم نجس في الإمارات، ولا الحكام الأنجاس في بلاد الحرمين، ولا أي حاكم آخر في هذه المسالة!

{ أُذِنَ لِلَّذِينَ يُقَاتَلُونَ بِأَنَّهُمْ ظُلِمُوا ۚ وَإِنَّ اللَّهَ عَلَىٰ نَصْرِهِمْ لَقَدِيرٌ }. https://t.co/TG6Xv6ZHsU","ar","Retweet","أحمد موسى جبريل بالعربية.","ahmadjibril_ar","3245","2","3","1","6","2","2025-10-29 11:04:37","https://x.com/ahmadjibril_ar/status/1983459950547591170","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","","","photo","https://pbs.twimg.com/media/G4aqTiBXQAALOuY.jpg
https://pbs.twimg.com/media/G4aqT_4WIAAsNaC.jpg"
"1983378930154299740","Al-Fashir has become the new Gaza, a genocide unfolding in plain sight while the world remains silent. The people there endure horrors as grave as, if not worse than, those faced by our brothers and sisters in Gaza, and comparable to the atrocities that Syrians suffered under Bashar’s tyranny.

This injustice cannot go unnoticed. It demands global outrage and unwavering solidarity from Muslims everywhere.

Behind this oppression stands the UAE’s corrupt and wicked ṭāghūt, Muhammad ibn Zayed, arming, funding, and supporting killers, spreading tyranny from one land to another.

O Allah, he has transgressed throughout the land and spread corruption, so unleash upon him every form of severe punishment.
Protect our brothers and sisters in Al-Fashir, and safeguard all those oppressed around the world.

Ahmad Musa Jibril
6 Jumādá al‑Ulā 1447 AH","en","Retweet","Ahmad Musā Jibrīl","sh_Ahmad_Jibril","48943","54","395","14","1128","108","2025-10-29 05:42:41","https://x.com/sh_Ahmad_Jibril/status/1983378930154299740","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","",""
"1965955629664899284","I have none for a disbeliever anyway.. but  😂

For anyone saying, there is a lack of empathy in the responses — Per Charlie Kirk Oct 2022, “ I can’t stand the word empathy actually. I think empathy is a made-up, New Age term that — it does a lot of damage.”","en","Tweet","Millat Ibraheem","Oum_Rollo","219","0","0","0","0","0","2025-09-11 04:48:42","https://x.com/Oum_Rollo/status/1965955629664899284","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","",""
"1965940686722920816","😂😂😂","art","Tweet","Millat Ibraheem","Oum_Rollo","56","0","0","0","0","0","2025-09-11 03:49:19","https://x.com/Oum_Rollo/status/1965940686722920816","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","",""
"1965905088557523311","@TPointUK Gun deaths are “worth it” to keep the 2nd amendment according to Charlie Kirk. He says it’s “a prudent deal. It’s rational”

203 kiddies gunned down in cold blood in US school shootings since 1999.

“Worth it” - Charlie Kirk. https://t.co/1jbX1Y5jOR","en","Quoted","Callum Raves","CallumRavesUK","8497","22","13","1","112","6","2025-09-11 01:27:52","https://x.com/CallumRavesUK/status/1965905088557523311","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","video","https://video.twimg.com/amplify_video/1965905020072685568/vid/avc1/2340x1262/Q24r7Vw1sEqzFSK_.mp4?tag=21"
"1964911552865411482","#NEW | THE DEBATE CHALLENGE: Abdullah Jarbu

By: Ash-Shaykh Ahmad Musa Jibril (حفظه الله تعالى)","und","Retweet","Ahmad Musā Jibrīl","sh_Ahmad_Jibril","71154","32","95","21","338","140","2025-09-08 07:39:55","https://x.com/sh_Ahmad_Jibril/status/1964911552865411482","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","#NEW","","video","https://video.twimg.com/amplify_video/1964896257253801985/vid/avc1/1920x1080/fQQXaVuGMBTzSLOr.mp4?tag=21"
"1955339845259366411","Outrageous behavior of Israeli settlers exposed tonight on @Channel4News 
A Palestinian father is shot on his own land by Israeli land thieves, yet the IDF arrest the Palestinian man's son & not the Israeli settler who shot him.
Trade with Israel should be banned in the UK & EU","en","Retweet","Arnold Carton - Protestant, Unionist and Irish","ArnoldCarton","2894737","1463","27018","720","93021","4790","2025-08-12 21:45:22","https://x.com/ArnoldCarton/status/1955339845259366411","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","","","photo","https://pbs.twimg.com/media/GyLDOiWWwAAq0wt.jpg"
"1948302654746046744","A man from #Egypt throws plastic bottles filled with food into the sea hoping it will reach #Gaza. 

He then repeatedly asks for Palestinians' forgiveness and makes Dua to Allah for these bottles to reach their intended destination. https://t.co/WweGim43uX","en","Retweet","DOAM","doamuslims","124123","57","412","18","1365","68","2025-07-24 11:42:05","https://x.com/doamuslims/status/1948302654746046744","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","#Egypt, #Gaza","","video","https://video.twimg.com/amplify_video/1948302546713378816/vid/avc1/720x718/SJky6YjudpLCJMnN.mp4?tag=21"
