tweet_id,label,prediction,prediction_confidence,jihadi_probability,source_file,text,model_text,prob_Irrelevant,prob_Salafi jihadi,prob_Salafi taklidi
3tge0degu,Salafi jihadi,Irrelevant,0.4393865443928806,0.4209078496649315,python/tweetsFromSite/tweets_from_site4.csv,"""This is a nasheed of Chechen Mujahideen fighting against the Russians in Chechnya in 2001

May Allah destroy the Russian State and free the millions of Muslims from under their occupation.","""This is a nasheed of Chechen Mujahideen fighting against the Russians in Chechnya in 2001 May Allah destroy the Russian State and free the millions of Muslims from under their occupation.",0.4393865443928806,0.4209078496649315,0.1397056059421878
nz22ysk83,Salafi jihadi,Irrelevant,0.4177608328277514,0.4167830280526693,python/tweetsFromSite/tweets_from_the_site1.csv,"""Whoever doesn't takfr the kfir is a kfir.""

And by being too extreme and unjustly takfring Muslims in unclear matters or out of assumption - you may fall under the Messenger 's statement: ""If a man says to his brother, 'O kfir,' then surely one of them are such."",17.0","""Whoever doesn't takfr the kfir is a kfir."" And by being too extreme and unjustly takfring Muslims in unclear matters or out of assumption - you may fall under the Messenger 's statement: ""If a man says to his brother, 'O kfir,' then surely one of them are such."",17.0",0.4177608328277514,0.4167830280526693,0.1654561391195791
9b8io9a9m,Salafi jihadi,Irrelevant,0.4037276439972245,0.3962797051376209,python/tweetsFromSite/tweets_from_the_site1.csv,"""""American embassies in the Islamic world are not like other embassies. Rather, they are embassies that perform an intelligence role and seek to extend American influence in Muslim lands. The ongoing war against Islam,  including the war against jihad (which they call terrorism) and the spread of the democratic creed,  is all planned from within these embassies.

American embassies present in Muslim lands have no legal (shar') status whatsoever. Indeed, the religious obligation requires severing relations with the American government and expelling its ambassadors, since it is a state at war with Islam and occupying Muslim lands.""

Shaykh Abu Mundhir as Shanqiti"",","""""American embassies in the Islamic world are not like other embassies. Rather, they are embassies that perform an intelligence role and seek to extend American influence in Muslim lands. The ongoing war against Islam, including the war against jihad (which they call terrorism) and the spread of the democratic creed, is all planned from within these embassies. American embassies present in Muslim lands have no legal (shar') status whatsoever. Indeed, the religious obligation requires severing relations with the American government and expelling its ambassadors, since it is a state at war with Islam and occupying Muslim lands."" Shaykh Abu Mundhir as Shanqiti"",",0.4037276439972245,0.3962797051376209,0.1999926508651546
xicm5oztz,Salafi jihadi,Irrelevant,0.4473407866806589,0.3881283934181442,python/tweetsFromSite/tweets_from_site4.csv,"Seeing the most stupid discussions and q and as in madkhali circles like should one sway whilst reciting Quran or Covid mask nonsense, these deviants are lost.","Seeing the most stupid discussions and q and as in madkhali circles like should one sway whilst reciting Quran or Covid mask nonsense, these deviants are lost.",0.4473407866806589,0.3881283934181442,0.1645308199011967
a3z8bnt80,Salafi jihadi,Irrelevant,0.449251975506501,0.3838429008842128,python/tweetsFromSite/tweets_from_site4.csv,"""These madkhalis are genuinely heartless, vile and completely stripped of any real sense of mercy. Pray you never get tested with the very things you laugh at and wish on others and pray ur own womenfolk are never put in those same conditions detained, abused, stripped of dignity""","""These madkhalis are genuinely heartless, vile and completely stripped of any real sense of mercy. Pray you never get tested with the very things you laugh at and wish on others and pray ur own womenfolk are never put in those same conditions detained, abused, stripped of dignity""",0.449251975506501,0.3838429008842128,0.1669051236092862
v6om43vit,Salafi jihadi,Irrelevant,0.4001153945788648,0.3809537023591525,python/tweetsFromSite/tweets_from_site4.csv,"""Dans lexplication de la Aqida at-Tahawiya du shaykh Hamud Ibn Uqla ash-Shuaybi  , Le shaykh explique que le critre du bonheur et du malheur est la fin sur laquelle la personne meurt","""Dans lexplication de la Aqida at-Tahawiya du shaykh Hamud Ibn Uqla ash-Shuaybi , Le shaykh explique que le critre du bonheur et du malheur est la fin sur laquelle la personne meurt",0.4001153945788648,0.3809537023591525,0.2189309030619827
42qfh2n3q,Salafi jihadi,Irrelevant,0.4079931592402582,0.3736775622938063,python/tweetsFromSite/tweets_from_site4.csv,"Desi Ikhwanis are arguably the most pathetic people in this region. While they present themselves as devoutly Islamic, they simultaneously support tyrants who openly oppress Muslims. They do this merely because it serves their agenda and ensures the survival of their...","Desi Ikhwanis are arguably the most pathetic people in this region. While they present themselves as devoutly Islamic, they simultaneously support tyrants who openly oppress Muslims. They do this merely because it serves their agenda and ensures the survival of their...",0.4079931592402582,0.3736775622938063,0.2183292784659354
155vmicah,Salafi jihadi,Irrelevant,0.4280134305012127,0.3716606610725794,python/tweetsFromSite/tweets_from_site4.csv,"""""None of those things are worse than suicide bombing, banning female education, bacha bazi 

All things the so called ""Islamic Emirate"" thrive in 

Want to know the aqeeda of many Afghans? Not a single Muslim nation has full diplomatic relations with them""
""
--------------

Shirk and Kufr are worse than anything.","""""None of those things are worse than suicide bombing, banning female education, bacha bazi All things the so called ""Islamic Emirate"" thrive in Want to know the aqeeda of many Afghans? Not a single Muslim nation has full diplomatic relations with them"" "" -------------- Shirk and Kufr are worse than anything.",0.4280134305012127,0.3716606610725794,0.2003259084262078
d6ngho5al,Salafi jihadi,Irrelevant,0.5101991507897775,0.3681290819901383,python/tweetsFromSite/tweets_from_site4.csv,"""""This is for every head of state that simps/salutes Trump thinking he would respect them in return. He knows youre kissing his ass and he will squeeze you for every last drop of utility then discard you. 

 
""
--------------

Madkhali's favourite leader MBS is kissing trump's butt, this is the respect your murtad leaders get in return.","""""This is for every head of state that simps/salutes Trump thinking he would respect them in return. He knows youre kissing his ass and he will squeeze you for every last drop of utility then discard you. "" -------------- Madkhali's favourite leader MBS is kissing trump's butt, this is the respect your murtad leaders get in return.",0.5101991507897775,0.3681290819901383,0.1216717672200841
ba72p8p77,Salafi jihadi,Irrelevant,0.3844044408754717,0.363725803210551,python/tweetsFromSite/tweets_from_site5.csv,"""This individual was inciting against rebellions after Syria fell to HTS.

He says this yet, if we apply this today then all of a sudden Maslaha, Wallahi do not be chaotic

Every Mujahideen group they label Khariji and they warn against.

A people of slogans and no substance.""","""This individual was inciting against rebellions after Syria fell to HTS. He says this yet, if we apply this today then all of a sudden Maslaha, Wallahi do not be chaotic Every Mujahideen group they label Khariji and they warn against. A people of slogans and no substance.""",0.3844044408754717,0.363725803210551,0.2518697559139773
